name,position,team_pts,opp_pts,cmp,att,pass_yds,pass_td,int,rating,sacked,rush_att,rush_yds,rush_td,tgt,rec_yds,rec_td,snap_pct,rec,age,fumbles,games_played,yards_per_attempt_qb,yards_per_attempt_rb,yards_per_reception_wr
Clyde Edwards-Helaire,RB,313,228,0,0,0,0,0,0.0,0,119,517,4,23,129,2,0.0,0,22.2055,2,10,0.0,4.101000000000001,0.0
DeAndre Hopkins,WR,302,190,0,0,0,0,0,0.0,0,0,0,0,64,572,8,0.8220000000000001,42,29.1349,0,10,0.0,0.0,15.128000000000004
Calvin Ridley,WR,108,156,0,0,0,0,0,0.0,0,0,0,0,52,281,2,0.8640000000000001,31,26.282799999999998,0,5,0.0,0.0,8.952
A.J. Brown,WR,349,272,0,0,0,0,0,0.0,0,0,0,0,105,869,5,0.6961538461538463,63,24.127692307692307,0,13,0.0,0.0,13.004615384615384
Josh Jacobs,RB,317,394,0,0,0,0,0,0.0,0,217,872,9,64,348,0,0.0,0,23.279733333333333,2,15,0.0,3.864,0.0
Justin Jefferson,WR,425,426,0,0,0,0,0,0.0,0,0,0,0,167,1616,10,0.8917647058823529,108,22.148411764705884,1,17,0.0,0.0,15.075294117647058
Darren Waller,TE,261,305,0,0,0,0,0,0.0,0,0,0,0,93,665,2,0.829090909090909,55,29.043454545454548,0,11,0.0,0.0,12.096363636363636
David Montgomery,RB,252,303,0,0,0,0,0,0.0,0,225,849,7,51,301,0,0.0,0,24.162615384615385,1,13,0.0,3.8446153846153845,0.0
Josh Allen,QB,483,289,409,646,4407,36,15,92.07647058823531,26,122,763,6,0,0,0,0.0,0,25.174470588235295,3,17,7.067058823529412,0.0,0.0
Chris Carson,RB,103,100,0,0,0,0,0,0.0,0,54,232,3,6,29,0,0.0,0,26.84775,1,4,0.0,4.2625,0.0
Keenan Allen,WR,437,438,0,0,0,0,0,0.0,0,0,0,0,157,1138,6,0.8675,106,29.1965,0,16,0.0,0.0,11.159375
James Robinson,RB,208,390,0,0,0,0,0,0.0,0,164,767,8,46,222,0,0.0,0,23.086785714285714,2,14,0.0,4.352857142857143,0.0
George Kittle,TE,366,296,0,0,0,0,0,0.0,0,0,0,0,94,910,6,0.9185714285714287,71,27.85692857142857,1,14,0.0,0.0,13.139285714285714
Terry McLaurin,WR,335,434,0,0,0,0,0,0.0,0,0,0,0,130,1053,5,0.8988235294117648,77,26.01935294117647,0,17,0.0,0.0,13.301764705882352
CeeDee Lamb,WR,497,322,0,0,0,0,0,0.0,0,0,0,0,120,1102,6,0.7675000000000001,79,22.216124999999998,0,16,0.0,0.0,14.206875
D'Andre Swift,RB,240,370,0,0,0,0,0,0.0,0,151,617,5,78,452,2,0.0,0,22.289846153846156,1,13,0.0,3.993076923076923,0.0
Miles Sanders,RB,300,272,0,0,0,0,0,0.0,0,137,754,0,34,158,0,0.0,0,24.182416666666665,1,12,0.0,5.960833333333333,0.0
Kyler Murray,QB,385,302,333,481,3787,24,10,103.05714285714285,31,88,423,5,0,0,0,0.0,0,24.093285714285717,0,14,7.987857142857145,0.0,0.0
Mike Evans,WR,479,347,0,0,0,0,0,0.0,0,0,0,0,114,1035,14,0.825,74,28.078562499999997,0,16,0.0,0.0,14.646875
Allen Robinson,WR,226,303,0,0,0,0,0,0.0,0,0,0,0,66,410,1,0.8058333333333333,38,28.06691666666666,0,12,0.0,0.0,11.027499999999998
Darrell Henderson,RB,315,272,0,0,0,0,0,0.0,0,149,688,5,40,176,3,0.0,0,24.07241666666667,0,12,0.0,5.6875,0.0
Myles Gaskin,RB,341,373,0,0,0,0,0,0.0,0,173,612,3,63,234,4,0.0,0,24.266529411764704,1,17,0.0,3.371176470588235,0.0
Kyle Pitts,TE,313,459,0,0,0,0,0,0.0,0,0,0,0,110,1026,1,0.7352941176470589,68,20.887352941176474,0,17,0.0,0.0,14.86176470588235
Robert Woods,WR,261,196,0,0,0,0,0,0.0,0,0,0,0,69,556,4,0.9222222222222223,45,29.182666666666666,0,9,0.0,0.0,12.237777777777778
Julio Jones,WR,241,195,0,0,0,0,0,0.0,0,0,0,0,48,434,1,0.583,31,32.272499999999994,0,10,0.0,0.0,12.094
Lamar Jackson,QB,288,271,246,382,2882,16,13,85.29166666666667,38,133,767,2,0,0,0,0.0,0,24.291083333333333,3,12,7.320833333333333,0.0,0.0
Mike Davis,RB,313,459,0,0,0,0,0,0.0,0,138,503,3,58,259,1,0.0,0,28.265764705882354,3,17,0.0,3.731176470588235,0.0
Adam Thielen,WR,331,335,0,0,0,0,0,0.0,0,0,0,0,95,726,10,0.8399999999999999,67,31.067846153846155,0,13,0.0,0.0,10.523846153846154
Amari Cooper,WR,488,303,0,0,0,0,0,0.0,0,0,0,0,104,865,8,0.7606666666666668,68,27.1454,0,15,0.0,0.0,13.1
Mark Andrews,TE,387,392,0,0,0,0,0,0.0,0,0,0,0,153,1361,9,0.7558823529411764,107,26.06605882352941,0,17,0.0,0.0,12.855882352941178
Kareem Hunt,RB,190,189,0,0,0,0,0,0.0,0,78,386,5,27,174,0,0.0,0,26.071125000000002,0,8,0.0,4.699999999999999,0.0
Chris Godwin,WR,410,306,0,0,0,0,0,0.0,0,0,0,0,127,1103,5,0.8550000000000001,98,25.24514285714286,2,14,0.0,0.0,11.498571428571427
Javonte Williams,RB,335,322,0,0,0,0,0,0.0,0,203,903,4,53,316,3,0.0,0,21.19864705882353,1,17,0.0,4.524705882352941,0.0
Aaron Rodgers,QB,443,358,366,531,4115,37,4,112.50625,30,33,101,3,0,0,0,0.0,0,37.540437499999996,0,16,7.783125,0.0,0.0
Cooper Kupp,WR,460,372,0,0,0,0,0,0.0,0,0,0,0,191,1947,16,0.9411764705882353,145,28.14794117647059,0,17,0.0,0.0,13.78529411764706
Dak Prescott,QB,510,342,410,596,4449,37,10,104.98125,30,48,146,1,0,0,0,0.0,0,28.105687500000002,6,16,7.66625,0.0,0.0
Damien Harris,RB,400,269,0,0,0,0,0,0.0,0,202,929,15,21,132,0,0.0,0,24.267466666666667,2,15,0.0,4.378,0.0
Tyler Lockett,WR,385,346,0,0,0,0,0,0.0,0,0,0,0,107,1175,8,0.8731249999999999,73,28.9221875,0,16,0.0,0.0,15.980625
T.J. Hockenson,TE,203,316,0,0,0,0,0,0.0,0,0,0,0,84,583,4,0.8391666666666667,61,24.111666666666668,0,12,0.0,0.0,8.7875
Brandon Aiyuk,WR,427,365,0,0,0,0,0,0.0,0,0,0,0,84,826,5,0.8300000000000001,56,23.239823529411765,1,17,0.0,0.0,14.438823529411764
Diontae Johnson,WR,333,374,0,0,0,0,0,0.0,0,0,0,0,169,1161,8,0.9075,107,25.132375000000003,2,16,0.0,0.0,12.059999999999999
Michael Thomas,WR,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,,0,0,0.0,0.0,
Justin Herbert,QB,474,459,443,672,5014,38,15,98.51176470588236,31,63,302,3,0,0,0,0.0,0,23.246411764705883,1,17,7.527058823529412,0.0,0.0
Russell Wilson,QB,334,323,259,400,3113,25,6,103.57857142857142,33,43,183,2,0,0,0,0.0,0,32.668,1,14,7.992857142857143,0.0,0.0
Chase Edmonds,RB,330,229,0,0,0,0,0,0.0,0,116,592,2,53,311,0,0.0,0,25.198916666666666,1,12,0.0,5.4433333333333325,0.0
D.J. Moore,WR,304,404,0,0,0,0,0,0.0,0,0,0,0,163,1157,4,0.866470588235294,93,24.208882352941174,1,17,0.0,0.0,12.384117647058824
Trey Sermon,RB,137,106,0,0,0,0,0,0.0,0,41,167,1,4,26,0,0.0,0,22.259,0,6,0.0,4.33,0.0
Chase Claypool,WR,310,355,0,0,0,0,0,0.0,0,0,0,0,105,860,2,0.7920000000000001,59,23.129933333333334,0,15,0.0,0.0,14.108666666666666
Odell Beckham Jr,WR,322,302,0,0,0,0,0,0.0,0,0,0,0,82,537,5,0.7178571428571427,44,28.740928571428572,0,14,0.0,0.0,11.234285714285717
Melvin Gordon,RB,326,300,0,0,0,0,0,0.0,0,203,918,8,38,213,2,0.0,0,28.2090625,3,16,0.0,4.474375,0.0
Tee Higgins,WR,396,324,0,0,0,0,0,0.0,0,0,0,0,110,1091,6,0.7585714285714286,74,22.298,1,14,0.0,0.0,14.617857142857146
Gus Edwards,RB,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,,0,0,0.0,,0.0
Ronald Jones II,RB,451,307,0,0,0,0,0,0.0,0,101,428,4,13,64,0,0.0,0,24.09519999999999,2,15,0.0,4.0680000000000005,0.0
Tom Brady,QB,511,353,485,719,5316,43,12,101.90588235294118,22,28,81,2,0,0,0,0.0,0,44.09941176470588,3,17,7.399411764705882,0.0,0.0
Jerry Jeudy,WR,209,174,0,0,0,0,0,0.0,0,0,0,0,56,467,0,0.656,38,22.2151,0,10,0.0,0.0,11.74
Ja'Marr Chase,WR,460,376,0,0,0,0,0,0.0,0,0,0,0,128,1455,13,0.8452941176470589,81,21.254117647058823,1,17,0.0,0.0,16.382941176470588
Zack Moss,RB,378,213,0,0,0,0,0,0.0,0,96,345,4,32,197,1,0.0,0,23.476384615384614,1,13,0.0,3.425384615384615,0.0
Logan Thomas,TE,101,122,0,0,0,0,0,0.0,0,0,0,0,25,196,3,0.8859999999999999,18,30.109,1,5,0.0,0.0,11.166
AJ Dillon,RB,450,371,0,0,0,0,0,0.0,0,187,803,5,37,313,2,0.0,0,23.190882352941177,1,17,0.0,4.195882352941177,0.0
Michael Carter,RB,262,427,0,0,0,0,0,0.0,0,147,639,4,55,325,0,0.0,0,22.183785714285715,1,14,0.0,4.835000000000001,0.0
Kenny Golladay,WR,205,355,0,0,0,0,0,0.0,0,0,0,0,76,521,0,0.7435714285714287,37,27.78407142857143,0,14,0.0,0.0,11.345000000000002
DeVonta Smith,WR,444,385,0,0,0,0,0,0.0,0,0,0,0,104,916,5,0.8235294117647058,64,22.658411764705882,1,17,0.0,0.0,13.808235294117646
Antonio Brown,WR,231,140,0,0,0,0,0,0.0,0,0,0,0,62,545,4,0.5428571428571429,42,33.107142857142854,0,7,0.0,0.0,13.858571428571427
Matthew Stafford,QB,460,372,404,601,4886,41,17,105.07058823529411,30,32,43,0,0,0,0,0.0,0,33.27594117647059,2,17,8.312941176470588,0.0,0.0
Rob Gronkowski,TE,362,265,0,0,0,0,0,0.0,0,0,0,0,89,802,6,0.755,55,32.189666666666675,0,12,0.0,0.0,13.7125
Courtland Sutton,WR,335,322,0,0,0,0,0,0.0,0,0,0,0,98,776,2,0.8511764705882353,58,25.881235294117648,0,17,0.0,0.0,12.528235294117648
Robert Tonyan,TE,192,167,0,0,0,0,0,0.0,0,0,0,0,29,204,2,0.60125,18,27.15925,0,8,0.0,0.0,9.55125
Leonard Fournette,RB,410,306,0,0,0,0,0,0.0,0,180,812,8,84,454,2,0.0,0,26.28514285714286,0,14,0.0,4.2542857142857144,0.0
James Conner,RB,408,322,0,0,0,0,0,0.0,0,202,752,15,39,375,3,0.0,0,26.18166666666667,0,15,0.0,3.8193333333333337,0.0
Devin Singletary,RB,483,289,0,0,0,0,0,0.0,0,188,870,7,50,228,1,0.0,0,24.069470588235294,0,17,0.0,5.000588235294118,0.0
JuJu Smith-Schuster,WR,94,112,0,0,0,0,0,0.0,0,0,0,0,28,129,0,0.72,15,24.308,0,5,0.0,0.0,6.731999999999999
Ryan Tannehill,QB,419,354,357,531,3734,21,14,91.65882352941176,47,55,270,7,0,0,0,0.0,0,33.10494117647058,4,17,7.068823529411765,0.0,0.0
Dallas Goedert,TE,396,306,0,0,0,0,0,0.0,0,0,0,0,76,830,4,0.7806666666666667,56,26.307266666666667,0,15,0.0,0.0,14.625333333333336
Deebo Samuel,WR,404,335,0,0,0,0,0,0.0,0,0,0,0,121,1405,6,0.8043750000000001,77,25.299375,2,16,0.0,0.0,17.93375
Jalen Hurts,QB,385,316,265,432,3144,16,9,87.30666666666667,26,139,784,10,0,0,0,0.0,0,23.087800000000005,2,15,7.354666666666665,0.0,0.0
DJ Chark,WR,53,91,0,0,0,0,0,0.0,0,0,0,0,22,154,2,0.84,7,24.572666666666667,0,3,0.0,0.0,21.333333333333332
Michael Pittman Jr.,WR,451,365,0,0,0,0,0,0.0,0,0,0,0,129,1082,6,0.8752941176470589,88,23.885,0,17,0.0,0.0,12.571764705882353
Jamaal Williams,RB,263,357,0,0,0,0,0,0.0,0,153,601,3,28,157,0,0.0,0,26.21676923076923,0,13,0.0,3.776923076923077,0.0
David Johnson,RB,219,336,0,0,0,0,0,0.0,0,67,228,0,42,225,1,0.0,0,29.414846153846153,1,13,0.0,3.569230769230769,0.0
Laviska Shenault Jr.,WR,232,431,0,0,0,0,0,0.0,0,0,0,0,100,619,0,0.6825,63,22.8758125,1,16,0.0,0.0,11.399375000000001
Tyler Boyd,WR,444,355,0,0,0,0,0,0.0,0,0,0,0,94,828,5,0.7737499999999999,67,26.6341875,0,16,0.0,0.0,12.044374999999999
Kenyan Drake,RB,274,312,0,0,0,0,0,0.0,0,63,254,2,40,291,1,0.0,0,27.27033333333333,0,12,0.0,3.893333333333333,0.0
Tony Pollard,RB,452,312,0,0,0,0,0,0.0,0,130,719,2,46,337,0,0.0,0,24.189066666666672,0,15,0.0,5.2826666666666675,0.0
Noah Fant,TE,305,306,0,0,0,0,0,0.0,0,0,0,0,90,670,4,0.8443750000000001,68,23.632624999999997,0,16,0.0,0.0,9.533125
Sony Michel,RB,460,372,0,0,0,0,0,0.0,0,208,845,4,33,128,1,0.0,0,26.26594117647059,1,17,0.0,3.8670588235294114,0.0
Mike Williams,WR,445,418,0,0,0,0,0,0.0,0,0,0,0,129,1146,9,0.789375,76,26.916562499999998,0,16,0.0,0.0,15.276875
Mecole Hardman,WR,480,364,0,0,0,0,0,0.0,0,0,0,0,83,693,2,0.5158823529411765,59,23.24229411764706,2,17,0.0,0.0,13.867647058823529
Joe Burrow,QB,444,355,366,520,4611,34,14,107.3,51,40,118,2,0,0,0,0.0,0,24.490125,2,16,8.756875,0.0,0.0
Phillip Lindsay,RB,239,342,0,0,0,0,0,0.0,0,88,249,1,5,45,1,0.0,0,27.10235714285714,0,14,0.0,2.21,0.0
Alexander Mattison,RB,408,417,0,0,0,0,0,0.0,0,134,491,3,39,228,1,0.0,0,23.143,1,16,0.0,2.89625,0.0
Jaylen Waddle,WR,310,349,0,0,0,0,0,0.0,0,0,0,0,140,1015,6,0.834375,104,22.5444375,1,16,0.0,0.0,10.62125
Jarvis Landry,WR,239,258,0,0,0,0,0,0.0,0,0,0,0,87,570,2,0.7025000000000001,52,28.61825,2,12,0.0,0.0,10.330833333333333
Marquez Callaway,WR,364,335,0,0,0,0,0,0.0,0,0,0,0,84,698,6,0.7635294117647059,46,23.229705882352942,0,17,0.0,0.0,14.608235294117648
Brandin Cooks,WR,239,423,0,0,0,0,0,0.0,0,0,0,0,134,1037,6,0.8325,90,27.924187500000002,0,16,0.0,0.0,11.4875
Corey Davis,WR,132,277,0,0,0,0,0,0.0,0,0,0,0,59,492,4,0.7877777777777778,34,26.280555555555555,1,9,0.0,0.0,13.346666666666668
Will Fuller,WR,45,58,0,0,0,0,0,0.0,0,0,0,0,8,26,0,0.44,4,27.1665,0,2,0.0,0.0,6.335
Latavius Murray,RB,326,298,0,0,0,0,0,0.0,0,119,501,6,13,75,0,0.0,0,31.298642857142852,0,14,0.0,3.5507142857142857,0.0
Darnell Mooney,WR,311,407,0,0,0,0,0,0.0,0,0,0,0,140,1055,4,0.8788235294117647,81,23.750764705882354,0,17,0.0,0.0,13.66294117647059
Matt Ryan,QB,313,459,375,560,3968,20,12,88.2235294117647,40,40,82,1,0,0,0,0.0,0,36.17876470588235,4,17,7.094705882352941,0.0,0.0
Tyler Higbee,TE,410,339,0,0,0,0,0,0.0,0,0,0,0,85,560,5,0.918,61,28.392666666666667,0,15,0.0,0.0,8.578
Trey Lance,QB,153,125,41,71,603,5,2,69.76666666666667,4,38,168,1,0,0,0,0.0,0,21.166833333333333,0,6,5.195,0.0,0.0
Chuba Hubbard,RB,283,377,0,0,0,0,0,0.0,0,172,612,5,37,174,1,0.0,0,22.150125,1,16,0.0,3.09375,0.0
Mike Gesicki,TE,341,373,0,0,0,0,0,0.0,0,0,0,0,112,780,2,0.7141176470588235,73,25.924470588235295,0,17,0.0,0.0,9.550588235294118
Hunter Henry,TE,448,293,0,0,0,0,0,0.0,0,0,0,0,75,603,9,0.69625,50,26.493499999999997,0,16,0.0,0.0,12.915
Trevor Lawrence,QB,253,457,359,602,3641,12,17,73.00588235294117,32,73,334,2,0,0,0,0.0,0,21.886941176470586,5,17,6.114705882352942,0.0,0.0
Rashaad Penny,RB,268,199,0,0,0,0,0,0.0,0,119,749,6,8,48,0,0.0,0,25.299300000000002,0,10,0.0,5.460999999999999,0.0
Marquise Brown,WR,371,379,0,0,0,0,0,0.0,0,0,0,0,146,1008,6,0.7949999999999999,91,24.1594375,1,16,0.0,0.0,11.59125
Rhamondre Stevenson,RB,332,204,0,0,0,0,0,0.0,0,133,606,5,18,123,0,0.0,0,23.266666666666666,1,12,0.0,4.581666666666667,0.0
Tevin Coleman,RB,200,290,0,0,0,0,0,0.0,0,84,356,0,16,49,0,0.0,0,28.210090909090912,0,11,0.0,4.1881818181818184,0.0
Justin Fields,QB,202,302,159,270,1870,7,10,71.225,36,72,420,2,0,0,0,0.0,0,22.23375,5,12,6.736666666666668,0.0,0.0
Nyheim Hines,RB,451,365,0,0,0,0,0,0.0,0,56,276,2,57,310,1,0.0,0,24.660235294117648,2,17,0.0,4.129411764705883,0.0
Deshaun Watson,QB,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,0,,0,0,,0.0,0.0
Henry Ruggs III,WR,180,166,0,0,0,0,0,0.0,0,0,0,0,36,469,2,0.7028571428571428,24,22.252285714285712,0,7,0.0,0.0,20.06142857142857
J.D. McKissic,RB,229,282,0,0,0,0,0,0.0,0,48,212,2,53,397,2,0.0,0,28.06472727272728,0,11,0.0,4.284545454545455,0.0
Michael Gallup,WR,267,171,0,0,0,0,0,0.0,0,0,0,0,62,445,2,0.75,35,25.26877777777778,0,9,0.0,0.0,13.485555555555557
Marvin Jones,WR,253,457,0,0,0,0,0,0.0,0,0,0,0,120,832,4,0.9041176470588236,73,31.24435294117647,0,17,0.0,0.0,12.142941176470588
Baker Mayfield,QB,297,325,253,418,3010,17,13,85.12142857142858,43,37,134,1,0,0,0,0.0,0,26.203000000000003,3,14,7.355714285714288,0.0,0.0
Elijah Moore,WR,190,343,0,0,0,0,0,0.0,0,0,0,0,77,538,5,0.6509090909090909,43,21.213272727272727,0,11,0.0,0.0,9.898181818181818
Curtis Samuel,WR,110,120,0,0,0,0,0,0.0,0,0,0,0,9,27,0,0.236,6,25.0924,0,5,0.0,0.0,2.55
Ben Roethlisberger,QB,327,382,390,605,3740,22,10,88.9375,38,20,5,1,0,0,0,0.0,0,39.2543125,5,16,6.352499999999999,0.0,0.0
Irv Smith Jr.,TE,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,,0,0,0.0,0.0,
Jameis Winston,QB,176,128,95,161,1170,14,3,98.25714285714287,11,32,166,1,0,0,0,0.0,0,27.272142857142857,1,7,7.088571428571428,0.0,0.0
Jonnu Smith,TE,396,263,0,0,0,0,0,0.0,0,0,0,0,45,294,1,0.5233333333333334,28,26.07493333333333,0,15,0.0,0.0,10.093333333333332
Ty Johnson,RB,260,452,0,0,0,0,0,0.0,0,61,238,2,55,372,2,0.0,0,24.007999999999996,1,15,0.0,3.3299999999999996,0.0
Pat Freiermuth,TE,333,362,0,0,0,0,0,0.0,0,0,0,0,79,497,7,0.61625,60,22.7765625,1,16,0.0,0.0,9.30125
Zach Ertz,TE,392,409,0,0,0,0,0,0.0,0,0,0,0,112,763,5,0.741764705882353,74,30.662999999999997,0,17,0.0,0.0,10.578823529411764
Nelson Agholor,WR,391,260,0,0,0,0,0,0.0,0,0,0,0,64,473,3,0.7260000000000002,37,28.161666666666672,0,15,0.0,0.0,12.538
Kenneth Gainwell,RB,404,356,0,0,0,0,0,0.0,0,68,291,5,50,253,1,0.0,0,22.2388125,1,16,0.0,3.2406249999999996,0.0
Jakobi Meyers,WR,448,293,0,0,0,0,0,0.0,0,0,0,0,126,866,2,0.8556250000000001,83,24.6405625,1,16,0.0,0.0,10.625625
Giovani Bernard,RB,320,222,0,0,0,0,0,0.0,0,8,58,0,29,123,3,0.0,0,29.459699999999998,0,10,0.0,2.725,0.0
Evan Engram,TE,216,359,0,0,0,0,0,0.0,0,0,0,0,73,408,3,0.7466666666666667,46,27.076866666666668,1,15,0.0,0.0,8.848666666666668
Adam Trautman,TE,283,212,0,0,0,0,0,0.0,0,0,0,0,43,263,2,0.769090909090909,27,24.270000000000003,1,11,0.0,0.0,8.75
Bryan Edwards,WR,357,426,0,0,0,0,0,0.0,0,0,0,0,59,571,3,0.761875,34,22.677812499999998,0,16,0.0,0.0,12.989374999999999
Terrace Marshall Jr.,WR,234,263,0,0,0,0,0,0.0,0,0,0,0,30,138,0,0.47833333333333333,17,21.1455,0,12,0.0,0.0,4.861666666666667
DeVante Parker,WR,180,229,0,0,0,0,0,0.0,0,0,0,0,73,515,2,0.812,40,28.296,0,10,0.0,0.0,11.593
Emmanuel Sanders,WR,396,250,0,0,0,0,0,0.0,0,0,0,0,72,626,4,0.7692857142857142,42,34.228928571428575,0,14,0.0,0.0,14.062857142857144
Jared Cook,TE,440,446,0,0,0,0,0,0.0,0,0,0,0,83,564,4,0.5706249999999999,48,34.2151875,0,16,0.0,0.0,12.268125000000001
Mark Ingram,RB,237,367,0,0,0,0,0,0.0,0,160,554,2,35,162,0,0.0,0,31.357999999999997,1,14,0.0,3.437142857142857,0.0
Marlon Mack,RB,168,130,0,0,0,0,0,0.0,0,28,101,0,5,8,0,0.0,0,25.2195,0,6,0.0,3.0883333333333334,0.0
Darrel Williams,RB,480,364,0,0,0,0,0,0.0,0,144,558,6,57,452,2,0.0,0,26.208294117647057,0,17,0.0,3.668235294117647,0.0
T.Y. Hilton,WR,268,189,0,0,0,0,0,0.0,0,0,0,0,37,331,3,0.527,23,31.891,0,10,0.0,0.0,16.025
Kirk Cousins,QB,415,389,372,561,4221,33,7,102.45625,28,29,115,1,0,0,0,0.0,0,33.0811875,2,16,7.519375,0.0,0.0
Mac Jones,QB,462,303,352,521,3801,22,13,94.17647058823529,28,44,129,0,0,0,0,0.0,0,23.06447058823529,3,17,7.450588235294118,0.0,0.0
Randall Cobb,WR,259,228,0,0,0,0,0,0.0,0,0,0,0,39,375,5,0.48000000000000004,28,31.059636363636365,1,11,0.0,0.0,13.110909090909091
Ryan Fitzpatrick,QB,16,20,3,6,13,0,0,56.2,1,1,2,0,0,0,0,0.0,0,38.292,0,1,2.17,0.0,0.0
Tua Tagovailoa,QB,262,261,263,388,2653,16,10,86.37692307692308,20,42,128,3,0,0,0,0.0,0,23.26007692307692,1,13,6.867692307692309,0.0,0.0
Tyrell Williams,WR,33,41,0,0,0,0,0,0.0,0,0,0,0,3,14,0,0.42,2,29.212,0,1,0.0,0.0,7.0
Rondale Moore,WR,378,284,0,0,0,0,0,0.0,0,0,0,0,64,435,1,0.45357142857142857,54,21.14185714285714,1,14,0.0,0.0,7.432857142857143
Malcolm Brown,RB,110,162,0,0,0,0,0,0.0,0,33,125,1,5,10,0,0.0,0,28.139833333333332,0,6,0.0,3.806666666666667,0.0
Gerald Everett,TE,350,319,0,0,0,0,0,0.0,0,0,0,0,63,478,4,0.7520000000000001,48,27.143666666666665,2,15,0.0,0.0,10.355333333333334
James White,RB,54,51,0,0,0,0,0,0.0,0,10,38,1,14,94,0,0.0,0,29.227999999999998,0,3,0.0,4.333333333333333,0.0
Jerick McKinnon,RB,232,198,0,0,0,0,0,0.0,0,12,62,0,20,107,1,0.0,0,29.180888888888887,0,9,0.0,2.088888888888889,0.0
A.J. Green,WR,418,349,0,0,0,0,0,0.0,0,0,0,0,92,848,3,0.805625,54,33.1014375,0,16,0.0,0.0,15.95375
Derek Carr,QB,374,439,428,626,4804,23,14,94.30588235294118,40,40,108,0,0,0,0,0.0,0,30.228117647058827,5,17,7.78235294117647,0.0,0.0
Damien Williams,RB,219,291,0,0,0,0,0,0.0,0,40,164,2,23,103,1,0.0,0,29.219250000000002,0,12,0.0,2.8791666666666664,0.0
Cole Beasley,WR,450,268,0,0,0,0,0,0.0,0,0,0,0,112,693,1,0.60625,82,32.1966875,0,16,0.0,0.0,8.385625000000001
